Country,State,Place,Address,Ratings,Reviews,Best_Time_to_Visit,Latitude,Longitude
Australia,New South Wales,Random Place 1 - 1065,"Random Place 1 Road, New South Wales, Australia",3.9,A must-visit location!,Spring,-48.16639,-110.120142
Australia,New South Wales,Random Place 1 - 3109,"Random Place 1 Road, New South Wales, Australia",4.1,Amazing place to visit!,Summer,43.866241,-116.620031
Australia,New South Wales,Random Place 1 - 2051,"Random Place 1 Road, New South Wales, Australia",4.4,Breathtaking view!,Autumn,79.091011,40.460385
Australia,New South Wales,Random Place 1 - 2827,"Random Place 1 Road, New South Wales, Australia",4.9,Great for photography!,Autumn,83.653888,26.293654
Australia,New South Wales,Random Place 1 - 153,"Random Place 1 Road, New South Wales, Australia",4.9,Great for photography!,Spring,-63.889188,-74.278361
Australia,New South Wales,Random Place 1 - 2326,"Random Place 1 Road, New South Wales, Australia",4.2,Peaceful and relaxing.,Autumn,-84.296665,7.216796
Australia,New South Wales,Random Place 1 - 2791,"Random Place 1 Road, New South Wales, Australia",5.0,Peaceful and relaxing.,Autumn,-37.629008,-152.691992
Australia,New South Wales,Random Place 1 - 4719,"Random Place 1 Road, New South Wales, Australia",4.9,Loved the experience!,Spring,49.08593,56.390233
Australia,New South Wales,Random Place 1 - 4324,"Random Place 1 Road, New South Wales, Australia",3.5,Peaceful and relaxing.,Spring,-6.339463,142.071477
Australia,New South Wales,Random Place 1 - 2763,"Random Place 1 Road, New South Wales, Australia",4.8,A must-visit location!,Autumn,66.064263,145.392053
Australia,New South Wales,Random Place 1 - 4950,"Random Place 1 Road, New South Wales, Australia",4.9,Loved the experience!,Summer,81.269602,174.807281
Australia,New South Wales,Random Place 1 - 3469,"Random Place 1 Road, New South Wales, Australia",4.7,A must-visit location!,Summer,57.603277,-42.066856
Australia,New South Wales,Random Place 1 - 606,"Random Place 1 Road, New South Wales, Australia",4.1,A must-visit location!,Summer,43.23578,-126.819247
Australia,New South Wales,Random Place 1 - 358,"Random Place 1 Road, New South Wales, Australia",4.2,Peaceful and relaxing.,Winter,-76.805731,-59.359738
Australia,New South Wales,Random Place 1 - 843,"Random Place 1 Road, New South Wales, Australia",4.0,Amazing place to visit!,Autumn,40.015857,96.36937
Australia,New South Wales,Random Place 1 - 4236,"Random Place 1 Road, New South Wales, Australia",4.9,Highly recommended!,Autumn,-32.087522,-104.996389
Australia,New South Wales,Random Place 1 - 4718,"Random Place 1 Road, New South Wales, Australia",4.6,Loved the experience!,Summer,0.273487,59.457356
Australia,New South Wales,Random Place 1 - 4989,"Random Place 1 Road, New South Wales, Australia",3.8,Highly recommended!,Autumn,-36.554019,-107.504597
Australia,New South Wales,Random Place 1 - 1988,"Random Place 1 Road, New South Wales, Australia",4.7,Highly recommended!,Autumn,19.54124,-178.897836
Australia,New South Wales,Random Place 1 - 1226,"Random Place 1 Road, New South Wales, Australia",4.1,Breathtaking view!,Winter,21.339696,133.845438
Australia,New South Wales,Random Place 1 - 1109,"Random Place 1 Road, New South Wales, Australia",4.5,Loved the experience!,Summer,40.656959,101.428213
Australia,New South Wales,Random Place 1 - 4475,"Random Place 1 Road, New South Wales, Australia",3.8,Amazing place to visit!,Spring,-38.035601,164.878726
Australia,New South Wales,Random Place 1 - 1507,"Random Place 1 Road, New South Wales, Australia",4.9,Breathtaking view!,Winter,50.108883,-74.082475
Australia,New South Wales,Random Place 1 - 39,"Random Place 1 Road, New South Wales, Australia",3.9,Highly recommended!,Autumn,13.67176,135.534276
Australia,New South Wales,Random Place 1 - 3782,"Random Place 1 Road, New South Wales, Australia",4.0,Highly recommended!,Autumn,-70.575771,-124.502069
Australia,New South Wales,Random Place 1 - 3202,"Random Place 1 Road, New South Wales, Australia",4.5,Breathtaking view!,Summer,-68.26658,61.582006
Australia,New South Wales,Random Place 1 - 2147,"Random Place 1 Road, New South Wales, Australia",4.8,Amazing place to visit!,Summer,-18.676474,-96.549078
Australia,New South Wales,Random Place 1 - 3890,"Random Place 1 Road, New South Wales, Australia",4.2,Great for photography!,Winter,16.056517,-163.92842
Australia,New South Wales,Random Place 1 - 3431,"Random Place 1 Road, New South Wales, Australia",4.8,Great for photography!,Autumn,37.165962,89.690669
Australia,New South Wales,Random Place 1 - 4709,"Random Place 1 Road, New South Wales, Australia",4.8,A must-visit location!,Autumn,79.027111,34.765555
Australia,New South Wales,Random Place 1 - 1076,"Random Place 1 Road, New South Wales, Australia",3.9,Breathtaking view!,Spring,-70.328999,-139.728928
Australia,New South Wales,Random Place 1 - 1815,"Random Place 1 Road, New South Wales, Australia",4.8,Loved the experience!,Spring,7.076591,146.624066
Australia,New South Wales,Random Place 1 - 4582,"Random Place 1 Road, New South Wales, Australia",4.7,Loved the experience!,Spring,29.211281,93.750344
Australia,New South Wales,Random Place 1 - 1680,"Random Place 1 Road, New South Wales, Australia",3.8,Great for photography!,Spring,-23.652008,69.770308
Australia,New South Wales,Random Place 1 - 4828,"Random Place 1 Road, New South Wales, Australia",4.0,Loved the experience!,Autumn,-66.998013,135.80215
Australia,New South Wales,Random Place 1 - 279,"Random Place 1 Road, New South Wales, Australia",4.4,Breathtaking view!,Summer,-52.536641,-17.906544
Australia,New South Wales,Random Place 1 - 1640,"Random Place 1 Road, New South Wales, Australia",4.6,Loved the experience!,Autumn,72.68003,49.263014
Australia,New South Wales,Random Place 1 - 3652,"Random Place 1 Road, New South Wales, Australia",4.2,Peaceful and relaxing.,Winter,-40.111011,58.267647
Australia,New South Wales,Random Place 1 - 3087,"Random Place 1 Road, New South Wales, Australia",3.8,Amazing place to visit!,Spring,-12.046911,-71.094999
Australia,New South Wales,Random Place 1 - 2967,"Random Place 1 Road, New South Wales, Australia",4.9,A must-visit location!,Summer,28.048216,24.96761
Australia,New South Wales,Random Place 1 - 2001,"Random Place 1 Road, New South Wales, Australia",3.6,Highly recommended!,Winter,57.732521,72.436047
Australia,New South Wales,Random Place 1 - 1541,"Random Place 1 Road, New South Wales, Australia",4.4,Amazing place to visit!,Winter,15.263546,77.353477
Australia,New South Wales,Random Place 1 - 4991,"Random Place 1 Road, New South Wales, Australia",3.8,Great for photography!,Autumn,-36.666129,-135.843605
Australia,New South Wales,Random Place 1 - 1097,"Random Place 1 Road, New South Wales, Australia",4.7,Loved the experience!,Winter,-75.237016,26.384468
Australia,New South Wales,Random Place 1 - 3334,"Random Place 1 Road, New South Wales, Australia",3.5,Great for photography!,Summer,61.633654,44.523267
Australia,New South Wales,Random Place 1 - 1258,"Random Place 1 Road, New South Wales, Australia",3.8,Breathtaking view!,Winter,67.130875,130.854705
Australia,New South Wales,Random Place 1 - 1326,"Random Place 1 Road, New South Wales, Australia",4.2,Amazing place to visit!,Spring,14.758814,-107.195031
Australia,New South Wales,Random Place 1 - 967,"Random Place 1 Road, New South Wales, Australia",4.2,A must-visit location!,Summer,5.321941,-92.676522
Australia,New South Wales,Random Place 1 - 1046,"Random Place 1 Road, New South Wales, Australia",4.6,Highly recommended!,Summer,-57.165115,-127.512404
Australia,New South Wales,Random Place 1 - 2356,"Random Place 1 Road, New South Wales, Australia",4.6,Amazing place to visit!,Winter,-4.927525,153.208233
Australia,New South Wales,Random Place 1 - 896,"Random Place 1 Road, New South Wales, Australia",4.4,Breathtaking view!,Summer,49.050021,13.917347
Australia,New South Wales,Random Place 1 - 433,"Random Place 1 Road, New South Wales, Australia",4.3,Breathtaking view!,Summer,-86.775231,-59.231226
Australia,New South Wales,Random Place 1 - 3818,"Random Place 1 Road, New South Wales, Australia",4.9,Peaceful and relaxing.,Summer,-70.803739,-79.60942
Australia,New South Wales,Random Place 1 - 4049,"Random Place 1 Road, New South Wales, Australia",3.9,Highly recommended!,Winter,78.795634,-140.765523
Australia,New South Wales,Random Place 1 - 2330,"Random Place 1 Road, New South Wales, Australia",4.0,Highly recommended!,Winter,48.539979,-61.940465
Australia,New South Wales,Random Place 1 - 3311,"Random Place 1 Road, New South Wales, Australia",3.7,Breathtaking view!,Winter,-49.509139,39.672226
Australia,New South Wales,Random Place 2 - 1232,"Random Place 2 Road, New South Wales, Australia",3.6,Breathtaking view!,Spring,-87.950245,-67.653897
Australia,New South Wales,Random Place 2 - 126,"Random Place 2 Road, New South Wales, Australia",4.2,Peaceful and relaxing.,Summer,-7.455339,163.140226
Australia,New South Wales,Random Place 2 - 4989,"Random Place 2 Road, New South Wales, Australia",3.9,A must-visit location!,Winter,-8.585351,-71.044879
Australia,New South Wales,Random Place 2 - 2066,"Random Place 2 Road, New South Wales, Australia",3.9,Amazing place to visit!,Summer,-3.081792,82.768375
Australia,New South Wales,Random Place 2 - 318,"Random Place 2 Road, New South Wales, Australia",3.7,A must-visit location!,Autumn,-2.591153,-149.176394
Australia,New South Wales,Random Place 2 - 2570,"Random Place 2 Road, New South Wales, Australia",4.9,Amazing place to visit!,Spring,54.814829,159.370873
Australia,New South Wales,Random Place 2 - 358,"Random Place 2 Road, New South Wales, Australia",4.1,A must-visit location!,Summer,-37.599052,-61.661829
Australia,New South Wales,Random Place 2 - 660,"Random Place 2 Road, New South Wales, Australia",4.1,A must-visit location!,Spring,57.890746,-173.439752
Australia,New South Wales,Random Place 2 - 3261,"Random Place 2 Road, New South Wales, Australia",4.3,Peaceful and relaxing.,Summer,41.527056,67.427427
Australia,New South Wales,Random Place 2 - 3028,"Random Place 2 Road, New South Wales, Australia",4.4,Loved the experience!,Autumn,2.44256,21.627545
Australia,New South Wales,Random Place 2 - 4013,"Random Place 2 Road, New South Wales, Australia",4.0,Great for photography!,Winter,-1.496945,83.459033
Australia,New South Wales,Random Place 2 - 3566,"Random Place 2 Road, New South Wales, Australia",4.1,Great for photography!,Summer,19.572455,-162.531255
Australia,New South Wales,Random Place 2 - 3070,"Random Place 2 Road, New South Wales, Australia",4.2,Peaceful and relaxing.,Spring,19.394358,48.004945
Australia,New South Wales,Random Place 2 - 208,"Random Place 2 Road, New South Wales, Australia",3.8,Loved the experience!,Autumn,53.683554,-121.480389
Australia,New South Wales,Random Place 2 - 2543,"Random Place 2 Road, New South Wales, Australia",4.7,Highly recommended!,Autumn,69.461612,174.558577
Australia,New South Wales,Random Place 2 - 270,"Random Place 2 Road, New South Wales, Australia",3.6,Highly recommended!,Spring,-46.909808,-129.53695
Australia,New South Wales,Random Place 2 - 4192,"Random Place 2 Road, New South Wales, Australia",4.9,A must-visit location!,Summer,-49.256596,-109.74071
Australia,New South Wales,Random Place 2 - 3687,"Random Place 2 Road, New South Wales, Australia",4.2,Great for photography!,Winter,-84.695034,174.424784
Australia,New South Wales,Random Place 2 - 2062,"Random Place 2 Road, New South Wales, Australia",3.6,Great for photography!,Spring,46.266121,104.023848
Australia,New South Wales,Random Place 2 - 3192,"Random Place 2 Road, New South Wales, Australia",3.5,Highly recommended!,Winter,-82.573828,173.690623
Australia,New South Wales,Random Place 2 - 3810,"Random Place 2 Road, New South Wales, Australia",4.5,Peaceful and relaxing.,Autumn,-66.594654,-44.219002
Australia,New South Wales,Random Place 2 - 4532,"Random Place 2 Road, New South Wales, Australia",4.0,Peaceful and relaxing.,Spring,-74.285862,-53.898427
Australia,New South Wales,Random Place 2 - 366,"Random Place 2 Road, New South Wales, Australia",3.7,Loved the experience!,Autumn,-88.004227,-31.211279
Australia,New South Wales,Random Place 2 - 411,"Random Place 2 Road, New South Wales, Australia",4.7,Great for photography!,Summer,73.999579,136.50442
Australia,New South Wales,Random Place 2 - 56,"Random Place 2 Road, New South Wales, Australia",4.8,Peaceful and relaxing.,Spring,-63.799547,151.943183
Australia,New South Wales,Random Place 2 - 2338,"Random Place 2 Road, New South Wales, Australia",4.2,Loved the experience!,Winter,-34.980931,128.173702
Australia,New South Wales,Random Place 2 - 2317,"Random Place 2 Road, New South Wales, Australia",3.8,Breathtaking view!,Summer,-0.734809,120.896295
Australia,New South Wales,Random Place 2 - 480,"Random Place 2 Road, New South Wales, Australia",4.8,Great for photography!,Autumn,65.365096,-125.760856
Australia,New South Wales,Random Place 2 - 3471,"Random Place 2 Road, New South Wales, Australia",4.3,Amazing place to visit!,Winter,-25.89546,152.718734
Australia,New South Wales,Random Place 2 - 4695,"Random Place 2 Road, New South Wales, Australia",3.6,A must-visit location!,Autumn,-38.623141,86.623649
Australia,New South Wales,Random Place 2 - 2642,"Random Place 2 Road, New South Wales, Australia",3.8,Highly recommended!,Summer,-37.572187,147.19028
Australia,New South Wales,Random Place 2 - 922,"Random Place 2 Road, New South Wales, Australia",4.2,Loved the experience!,Winter,-35.756043,-70.43176
Australia,New South Wales,Random Place 2 - 3805,"Random Place 2 Road, New South Wales, Australia",4.5,Highly recommended!,Summer,-2.352887,-30.429927
Australia,New South Wales,Random Place 2 - 2752,"Random Place 2 Road, New South Wales, Australia",3.9,Breathtaking view!,Spring,-57.867555,-166.380492
Australia,New South Wales,Random Place 2 - 3830,"Random Place 2 Road, New South Wales, Australia",3.6,A must-visit location!,Summer,-20.565617,172.664207
Australia,New South Wales,Random Place 2 - 2039,"Random Place 2 Road, New South Wales, Australia",4.6,Breathtaking view!,Summer,-44.808991,-19.838894
Australia,New South Wales,Random Place 2 - 469,"Random Place 2 Road, New South Wales, Australia",4.1,Great for photography!,Spring,18.629835,84.927747
Australia,New South Wales,Random Place 2 - 2675,"Random Place 2 Road, New South Wales, Australia",4.3,Great for photography!,Summer,33.604673,-86.045969
Australia,New South Wales,Random Place 2 - 2840,"Random Place 2 Road, New South Wales, Australia",3.9,Peaceful and relaxing.,Autumn,-14.308665,9.950033
Australia,New South Wales,Random Place 2 - 4400,"Random Place 2 Road, New South Wales, Australia",3.6,Breathtaking view!,Autumn,69.408449,106.79514
Australia,New South Wales,Random Place 2 - 2227,"Random Place 2 Road, New South Wales, Australia",4.8,A must-visit location!,Autumn,22.691363,-110.691158
Australia,New South Wales,Random Place 2 - 2403,"Random Place 2 Road, New South Wales, Australia",4.8,Amazing place to visit!,Autumn,6.516273,-18.840795
Australia,New South Wales,Random Place 2 - 3041,"Random Place 2 Road, New South Wales, Australia",4.8,Great for photography!,Autumn,-34.089546,-94.714633
Australia,New South Wales,Random Place 2 - 4882,"Random Place 2 Road, New South Wales, Australia",4.2,Highly recommended!,Winter,-8.30188,-85.563731
Australia,New South Wales,Random Place 2 - 3460,"Random Place 2 Road, New South Wales, Australia",4.2,Great for photography!,Winter,82.935294,138.940979
Australia,New South Wales,Random Place 2 - 4557,"Random Place 2 Road, New South Wales, Australia",3.6,Loved the experience!,Summer,42.088045,-23.873121
Australia,New South Wales,Random Place 2 - 2049,"Random Place 2 Road, New South Wales, Australia",4.9,Highly recommended!,Winter,73.651261,159.522251
Australia,New South Wales,Random Place 2 - 4318,"Random Place 2 Road, New South Wales, Australia",4.2,Highly recommended!,Winter,86.961908,-92.500681
Australia,New South Wales,Random Place 2 - 10,"Random Place 2 Road, New South Wales, Australia",4.1,Breathtaking view!,Spring,-52.539434,170.206988
Australia,New South Wales,Random Place 2 - 236,"Random Place 2 Road, New South Wales, Australia",4.1,Breathtaking view!,Summer,12.902179,172.241816
Australia,New South Wales,Random Place 2 - 2304,"Random Place 2 Road, New South Wales, Australia",4.9,Peaceful and relaxing.,Spring,-68.680549,-18.358468
Australia,New South Wales,Random Place 2 - 4759,"Random Place 2 Road, New South Wales, Australia",4.9,Peaceful and relaxing.,Spring,-59.812409,83.669501
Australia,New South Wales,Random Place 2 - 1376,"Random Place 2 Road, New South Wales, Australia",3.7,Highly recommended!,Autumn,-42.120798,-79.121817
Australia,New South Wales,Random Place 2 - 1158,"Random Place 2 Road, New South Wales, Australia",4.2,Breathtaking view!,Winter,51.9317,168.536397
Australia,New South Wales,Random Place 2 - 2902,"Random Place 2 Road, New South Wales, Australia",4.6,Breathtaking view!,Winter,1.859365,-3.380868
Australia,New South Wales,Random Place 2 - 2769,"Random Place 2 Road, New South Wales, Australia",3.8,Highly recommended!,Winter,-58.753972,-37.525774
Australia,New South Wales,Random Place 2 - 3015,"Random Place 2 Road, New South Wales, Australia",4.1,Great for photography!,Autumn,50.384346,-121.849171
Australia,New South Wales,Random Place 2 - 2474,"Random Place 2 Road, New South Wales, Australia",4.3,Loved the experience!,Summer,-62.970985,162.525624
Australia,New South Wales,Random Place 2 - 1895,"Random Place 2 Road, New South Wales, Australia",4.6,Loved the experience!,Spring,56.078551,-42.923187
Australia,New South Wales,Random Place 2 - 3657,"Random Place 2 Road, New South Wales, Australia",3.8,Amazing place to visit!,Winter,78.716581,-30.01739
Australia,New South Wales,Random Place 2 - 1602,"Random Place 2 Road, New South Wales, Australia",4.4,Loved the experience!,Winter,34.360475,-55.581414
Australia,New South Wales,Random Place 2 - 1728,"Random Place 2 Road, New South Wales, Australia",4.4,Peaceful and relaxing.,Summer,-18.278102,64.135512
Australia,New South Wales,Random Place 2 - 3677,"Random Place 2 Road, New South Wales, Australia",3.6,Breathtaking view!,Winter,-57.633528,3.679493
Australia,New South Wales,Random Place 2 - 4706,"Random Place 2 Road, New South Wales, Australia",4.5,A must-visit location!,Summer,24.658098,-88.362326
Australia,New South Wales,Random Place 2 - 1968,"Random Place 2 Road, New South Wales, Australia",4.3,Loved the experience!,Autumn,88.804323,-13.957207
Australia,New South Wales,Random Place 2 - 1165,"Random Place 2 Road, New South Wales, Australia",4.1,Amazing place to visit!,Winter,36.162539,-138.286257
Australia,New South Wales,Random Place 2 - 3549,"Random Place 2 Road, New South Wales, Australia",3.5,Great for photography!,Summer,56.357054,24.50321
Australia,New South Wales,Random Place 2 - 4703,"Random Place 2 Road, New South Wales, Australia",3.6,Breathtaking view!,Summer,2.709205,169.333216
Australia,New South Wales,Random Place 2 - 4973,"Random Place 2 Road, New South Wales, Australia",4.6,A must-visit location!,Summer,40.963935,-149.930281
Australia,New South Wales,Random Place 2 - 807,"Random Place 2 Road, New South Wales, Australia",5.0,Highly recommended!,Summer,5.051817,121.834263
Australia,New South Wales,Random Place 2 - 1072,"Random Place 2 Road, New South Wales, Australia",3.6,Breathtaking view!,Winter,-78.147129,1.557824
Australia,New South Wales,Random Place 2 - 2866,"Random Place 2 Road, New South Wales, Australia",3.7,Breathtaking view!,Summer,75.103741,91.563664
Australia,New South Wales,Random Place 2 - 2186,"Random Place 2 Road, New South Wales, Australia",3.6,Highly recommended!,Autumn,29.143102,38.828483
Australia,New South Wales,Random Place 2 - 4107,"Random Place 2 Road, New South Wales, Australia",4.0,Great for photography!,Spring,1.08302,-107.900163
Australia,New South Wales,Random Place 2 - 3843,"Random Place 2 Road, New South Wales, Australia",3.9,Highly recommended!,Winter,18.607065,-26.454029
Australia,New South Wales,Random Place 2 - 1001,"Random Place 2 Road, New South Wales, Australia",4.6,Loved the experience!,Autumn,40.750026,134.971105
Australia,New South Wales,Random Place 2 - 2092,"Random Place 2 Road, New South Wales, Australia",3.5,A must-visit location!,Autumn,7.724882,6.183544
Australia,New South Wales,Random Place 2 - 4440,"Random Place 2 Road, New South Wales, Australia",4.6,Loved the experience!,Spring,88.675551,138.895164
Australia,New South Wales,Random Place 2 - 3960,"Random Place 2 Road, New South Wales, Australia",4.5,Highly recommended!,Winter,5.194588,46.173676
Australia,New South Wales,Random Place 2 - 4102,"Random Place 2 Road, New South Wales, Australia",4.9,Great for photography!,Winter,-55.821386,86.147652
Australia,New South Wales,Random Place 2 - 1859,"Random Place 2 Road, New South Wales, Australia",4.9,Great for photography!,Summer,43.130364,-85.886676
Australia,New South Wales,Random Place 2 - 1242,"Random Place 2 Road, New South Wales, Australia",4.0,Amazing place to visit!,Summer,31.137168,-106.137261
Australia,New South Wales,Random Place 2 - 4627,"Random Place 2 Road, New South Wales, Australia",3.7,Peaceful and relaxing.,Autumn,-61.310614,-162.974348
Australia,New South Wales,Random Place 2 - 2758,"Random Place 2 Road, New South Wales, Australia",4.1,Breathtaking view!,Summer,19.292326,61.574038
Australia,New South Wales,Random Place 2 - 3719,"Random Place 2 Road, New South Wales, Australia",4.8,Peaceful and relaxing.,Summer,1.581614,131.3812
Australia,New South Wales,Random Place 2 - 991,"Random Place 2 Road, New South Wales, Australia",4.0,Loved the experience!,Autumn,-80.380544,9.347101
Australia,New South Wales,Random Place 2 - 3838,"Random Place 2 Road, New South Wales, Australia",4.4,A must-visit location!,Winter,-83.700907,118.593229
Australia,New South Wales,Random Place 2 - 437,"Random Place 2 Road, New South Wales, Australia",4.6,Loved the experience!,Summer,42.400633,76.575995
Australia,New South Wales,Random Place 2 - 1298,"Random Place 2 Road, New South Wales, Australia",3.5,Highly recommended!,Spring,73.095469,149.424501
Australia,New South Wales,Random Place 2 - 1303,"Random Place 2 Road, New South Wales, Australia",4.7,Amazing place to visit!,Spring,-40.556712,138.741706
Australia,New South Wales,Random Place 2 - 1633,"Random Place 2 Road, New South Wales, Australia",4.4,A must-visit location!,Spring,23.546067,-175.53822
Australia,New South Wales,Random Place 2 - 2584,"Random Place 2 Road, New South Wales, Australia",4.0,Loved the experience!,Spring,53.429721,29.587749
Australia,New South Wales,Random Place 2 - 4493,"Random Place 2 Road, New South Wales, Australia",4.5,Peaceful and relaxing.,Summer,-33.593925,110.687245
Australia,New South Wales,Random Place 2 - 1082,"Random Place 2 Road, New South Wales, Australia",4.6,A must-visit location!,Summer,-25.960811,-22.424444
Australia,New South Wales,Random Place 2 - 1993,"Random Place 2 Road, New South Wales, Australia",4.7,Peaceful and relaxing.,Winter,-9.877491,69.944249
Australia,New South Wales,Random Place 2 - 2884,"Random Place 2 Road, New South Wales, Australia",3.9,Amazing place to visit!,Autumn,18.072276,58.936025
Australia,New South Wales,Random Place 2 - 2555,"Random Place 2 Road, New South Wales, Australia",5.0,Great for photography!,Winter,-68.551733,99.337158
Australia,New South Wales,Random Place 2 - 4965,"Random Place 2 Road, New South Wales, Australia",3.5,Loved the experience!,Autumn,-54.276122,23.034823
Australia,New South Wales,Random Place 2 - 1264,"Random Place 2 Road, New South Wales, Australia",3.8,Great for photography!,Spring,46.488994,-120.320881
Australia,New South Wales,Random Place 2 - 2868,"Random Place 2 Road, New South Wales, Australia",4.8,Great for photography!,Winter,-60.078206,-44.796345
Australia,New South Wales,Random Place 3 - 1054,"Random Place 3 Road, New South Wales, Australia",3.7,Loved the experience!,Winter,-52.956964,-173.089841
Australia,New South Wales,Random Place 3 - 2013,"Random Place 3 Road, New South Wales, Australia",4.5,Peaceful and relaxing.,Autumn,29.996249,49.600223
Australia,New South Wales,Random Place 3 - 1616,"Random Place 3 Road, New South Wales, Australia",4.5,Highly recommended!,Spring,-60.915818,-158.980748
Australia,New South Wales,Random Place 3 - 4055,"Random Place 3 Road, New South Wales, Australia",4.8,Breathtaking view!,Autumn,55.247748,-166.261689
Australia,New South Wales,Random Place 3 - 2759,"Random Place 3 Road, New South Wales, Australia",4.6,Breathtaking view!,Summer,71.667417,79.83692
Australia,New South Wales,Random Place 3 - 2499,"Random Place 3 Road, New South Wales, Australia",3.8,A must-visit location!,Summer,58.809856,29.979008
Australia,New South Wales,Random Place 3 - 4211,"Random Place 3 Road, New South Wales, Australia",4.6,Breathtaking view!,Winter,84.650654,-131.943411
Australia,New South Wales,Random Place 3 - 2521,"Random Place 3 Road, New South Wales, Australia",4.9,A must-visit location!,Winter,-18.529368,177.007179
Australia,New South Wales,Random Place 3 - 2906,"Random Place 3 Road, New South Wales, Australia",3.9,Highly recommended!,Summer,58.40823,1.701321
Australia,New South Wales,Random Place 3 - 3567,"Random Place 3 Road, New South Wales, Australia",4.2,Highly recommended!,Spring,-28.613974,45.83243
Australia,New South Wales,Random Place 3 - 4450,"Random Place 3 Road, New South Wales, Australia",3.6,Amazing place to visit!,Summer,10.923691,172.428611
Australia,New South Wales,Random Place 3 - 3421,"Random Place 3 Road, New South Wales, Australia",4.9,Highly recommended!,Spring,-36.644334,-85.278807
Australia,New South Wales,Random Place 3 - 541,"Random Place 3 Road, New South Wales, Australia",3.6,A must-visit location!,Summer,-85.829849,-76.389789
Australia,New South Wales,Random Place 3 - 3729,"Random Place 3 Road, New South Wales, Australia",4.4,Breathtaking view!,Summer,-49.435379,127.671491
Australia,New South Wales,Random Place 3 - 4139,"Random Place 3 Road, New South Wales, Australia",4.8,Amazing place to visit!,Spring,-58.370528,44.89114
Australia,New South Wales,Random Place 3 - 1079,"Random Place 3 Road, New South Wales, Australia",4.8,Loved the experience!,Autumn,82.892302,-179.794449
Australia,New South Wales,Random Place 3 - 2364,"Random Place 3 Road, New South Wales, Australia",4.9,A must-visit location!,Summer,-45.746491,34.622689
Australia,New South Wales,Random Place 3 - 1962,"Random Place 3 Road, New South Wales, Australia",4.0,Peaceful and relaxing.,Winter,-32.98007,44.348944
Australia,New South Wales,Random Place 3 - 702,"Random Place 3 Road, New South Wales, Australia",4.8,Great for photography!,Autumn,13.393118,15.518149
Australia,New South Wales,Random Place 3 - 4738,"Random Place 3 Road, New South Wales, Australia",3.7,Great for photography!,Autumn,69.643872,176.322972
Australia,New South Wales,Random Place 3 - 4189,"Random Place 3 Road, New South Wales, Australia",4.1,Amazing place to visit!,Summer,45.422253,139.126709
Australia,New South Wales,Random Place 3 - 2888,"Random Place 3 Road, New South Wales, Australia",4.3,Breathtaking view!,Winter,63.978199,-166.782904
Australia,New South Wales,Random Place 3 - 2464,"Random Place 3 Road, New South Wales, Australia",5.0,Breathtaking view!,Autumn,6.523842,64.655322
Australia,New South Wales,Random Place 3 - 3268,"Random Place 3 Road, New South Wales, Australia",4.9,A must-visit location!,Summer,9.443388,-137.736852
Australia,New South Wales,Random Place 3 - 1866,"Random Place 3 Road, New South Wales, Australia",4.3,Great for photography!,Summer,42.434015,-10.630429
Australia,New South Wales,Random Place 3 - 3325,"Random Place 3 Road, New South Wales, Australia",4.6,Great for photography!,Winter,-28.404059,-35.721585
Australia,New South Wales,Random Place 3 - 2539,"Random Place 3 Road, New South Wales, Australia",4.8,Great for photography!,Spring,-83.643731,109.459801
Australia,New South Wales,Random Place 3 - 2313,"Random Place 3 Road, New South Wales, Australia",4.4,Breathtaking view!,Autumn,89.662723,-129.526903
Australia,New South Wales,Random Place 3 - 2975,"Random Place 3 Road, New South Wales, Australia",4.6,Amazing place to visit!,Summer,42.959855,77.398549
Australia,New South Wales,Random Place 3 - 4933,"Random Place 3 Road, New South Wales, Australia",4.0,Peaceful and relaxing.,Autumn,-88.256428,-144.854224
Australia,New South Wales,Random Place 3 - 2433,"Random Place 3 Road, New South Wales, Australia",3.7,Amazing place to visit!,Spring,-25.804943,168.308303
Australia,New South Wales,Random Place 3 - 3557,"Random Place 3 Road, New South Wales, Australia",3.9,Peaceful and relaxing.,Spring,-66.791044,-40.758474
Australia,New South Wales,Random Place 3 - 2866,"Random Place 3 Road, New South Wales, Australia",3.8,Peaceful and relaxing.,Autumn,29.302651,118.457045
Australia,New South Wales,Random Place 3 - 2545,"Random Place 3 Road, New South Wales, Australia",3.8,Peaceful and relaxing.,Summer,39.598655,-60.881819
Australia,New South Wales,Random Place 3 - 2312,"Random Place 3 Road, New South Wales, Australia",4.9,Peaceful and relaxing.,Summer,-53.202772,110.966971
Australia,New South Wales,Random Place 3 - 2538,"Random Place 3 Road, New South Wales, Australia",4.3,Loved the experience!,Summer,32.703188,84.483799
Australia,New South Wales,Random Place 3 - 2962,"Random Place 3 Road, New South Wales, Australia",4.4,Highly recommended!,Spring,9.429365,-131.59643
Australia,New South Wales,Random Place 3 - 2955,"Random Place 3 Road, New South Wales, Australia",4.7,A must-visit location!,Spring,30.580607,-59.138039
Australia,New South Wales,Random Place 3 - 4802,"Random Place 3 Road, New South Wales, Australia",5.0,A must-visit location!,Winter,8.916884,-120.35989
Australia,New South Wales,Random Place 3 - 502,"Random Place 3 Road, New South Wales, Australia",4.2,Highly recommended!,Spring,-70.158196,-27.289806
Australia,New South Wales,Random Place 3 - 1303,"Random Place 3 Road, New South Wales, Australia",4.3,Highly recommended!,Winter,-88.072195,-69.528418
