Country,State,City,Tourist Place,Address,Image URL,Reviews,Best Visiting Time,Best Visiting Days,Best Visiting Months,Nearby Attractions,Recommended Stay,Google Maps Link
Japan,Tokyo,Shinjuku,Cultural Center in Shinjuku,"853 Cultural Center St, Shinjuku, Tokyo, Japan","https://source.unsplash.com/400x300/?CulturalCenter,Shinjuku",4.4,Morning,Anytime,Autumn,Nearby Shopping Mall,Hotel in Shinjuku,"https://www.google.com/maps/search/Cultural+Center+in+Shinjuku,Shinjuku"
India,Maharashtra,Mumbai,Shopping Mall in Mumbai,"170 Shopping Mall St, Mumbai, Maharashtra, India","https://source.unsplash.com/400x300/?ShoppingMall,Mumbai",4.8,Evening,Weekdays,Summer,Nearby Aquarium,Hotel in Mumbai,"https://www.google.com/maps/search/Shopping+Mall+in+Mumbai,Mumbai"
USA,California,San Francisco,Museum in San Francisco,"691 Museum St, San Francisco, California, USA","https://source.unsplash.com/400x300/?Museum,SanFrancisco",4.6,Morning,Anytime,Autumn,Nearby Zoo,Hostel in San Francisco,"https://www.google.com/maps/search/Museum+in+San+Francisco,San Francisco"
France,Normandy,Caen,Historical Site in Caen,"448 Historical Site St, Caen, Normandy, France","https://source.unsplash.com/400x300/?HistoricalSite,Caen",4.3,Evening,Weekends,Autumn,Nearby Historical Site,Resort in Caen,"https://www.google.com/maps/search/Historical+Site+in+Caen,Caen"
India,Maharashtra,Pune,Temple in Pune,"615 Temple St, Pune, Maharashtra, India","https://source.unsplash.com/400x300/?Temple,Pune",4.8,Morning,Weekends,Autumn,Nearby Wildlife Sanctuary,Hotel in Pune,"https://www.google.com/maps/search/Temple+in+Pune,Pune"
Japan,Osaka,Dotonbori,Botanical Garden in Dotonbori,"574 Botanical Garden St, Dotonbori, Osaka, Japan","https://source.unsplash.com/400x300/?BotanicalGarden,Dotonbori",4.2,Morning,Anytime,Spring,Nearby Cultural Center,Resort in Dotonbori,"https://www.google.com/maps/search/Botanical+Garden+in+Dotonbori,Dotonbori"
India,Maharashtra,Mumbai,Museum in Mumbai,"107 Museum St, Mumbai, Maharashtra, India","https://source.unsplash.com/400x300/?Museum,Mumbai",4.2,Evening,Weekends,Autumn,Nearby Beach,Resort in Mumbai,"https://www.google.com/maps/search/Museum+in+Mumbai,Mumbai"
Australia,Queensland,Gold Coast,Amusement Park in Gold Coast,"946 Amusement Park St, Gold Coast, Queensland, Australia","https://source.unsplash.com/400x300/?AmusementPark,GoldCoast",5.0,Evening,Anytime,Summer,Nearby Botanical Garden,Resort in Gold Coast,"https://www.google.com/maps/search/Amusement+Park+in+Gold+Coast,Gold Coast"
USA,Texas,Houston,Theme Park in Houston,"799 Theme Park St, Houston, Texas, USA","https://source.unsplash.com/400x300/?ThemePark,Houston",4.5,Morning,Anytime,Autumn,Nearby Cultural Center,Hotel in Houston,"https://www.google.com/maps/search/Theme+Park+in+Houston,Houston"
India,Maharashtra,Nagpur,Aquarium in Nagpur,"786 Aquarium St, Nagpur, Maharashtra, India","https://source.unsplash.com/400x300/?Aquarium,Nagpur",3.8,Morning,Weekdays,Summer,Nearby Cultural Center,Resort in Nagpur,"https://www.google.com/maps/search/Aquarium+in+Nagpur,Nagpur"
France,Île-de-France,Versailles,Aquarium in Versailles,"159 Aquarium St, Versailles, Île-de-France, France","https://source.unsplash.com/400x300/?Aquarium,Versailles",4.2,Evening,Weekends,Winter,Nearby Zoo,Hostel in Versailles,"https://www.google.com/maps/search/Aquarium+in+Versailles,Versailles"
India,Rajasthan,Jaipur,Theme Park in Jaipur,"574 Theme Park St, Jaipur, Rajasthan, India","https://source.unsplash.com/400x300/?ThemePark,Jaipur",4.5,Evening,Anytime,Winter,Nearby Cultural Center,Hostel in Jaipur,"https://www.google.com/maps/search/Theme+Park+in+Jaipur,Jaipur"
Australia,Victoria,Geelong,Waterfall in Geelong,"652 Waterfall St, Geelong, Victoria, Australia","https://source.unsplash.com/400x300/?Waterfall,Geelong",3.5,Afternoon,Anytime,Spring,Nearby Historical Site,Hostel in Geelong,"https://www.google.com/maps/search/Waterfall+in+Geelong,Geelong"
Japan,Hokkaido,Hakodate,Museum in Hakodate,"842 Museum St, Hakodate, Hokkaido, Japan","https://source.unsplash.com/400x300/?Museum,Hakodate",4.8,Afternoon,Weekdays,Autumn,Nearby Cultural Center,Hostel in Hakodate,"https://www.google.com/maps/search/Museum+in+Hakodate,Hakodate"
USA,New York,Rochester,Museum in Rochester,"987 Museum St, Rochester, New York, USA","https://source.unsplash.com/400x300/?Museum,Rochester",3.6,Morning,Anytime,Autumn,Nearby Amusement Park,Hostel in Rochester,"https://www.google.com/maps/search/Museum+in+Rochester,Rochester"
France,Provence-Alpes-Côte d'Azur,Marseille,Wildlife Sanctuary in Marseille,"660 Wildlife Sanctuary St, Marseille, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?WildlifeSanctuary,Marseille",3.5,Evening,Weekends,Spring,Nearby Amusement Park,Hotel in Marseille,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Marseille,Marseille"
USA,New York,New York City,Beach in New York City,"576 Beach St, New York City, New York, USA","https://source.unsplash.com/400x300/?Beach,NewYorkCity",3.6,Morning,Anytime,Autumn,Nearby Aquarium,Hotel in New York City,"https://www.google.com/maps/search/Beach+in+New+York+City,New York City"
France,Normandy,Caen,Zoo in Caen,"158 Zoo St, Caen, Normandy, France","https://source.unsplash.com/400x300/?Zoo,Caen",3.6,Evening,Weekends,Winter,Nearby Beach,Resort in Caen,"https://www.google.com/maps/search/Zoo+in+Caen,Caen"
Japan,Kyoto,Gion,Theme Park in Gion,"6 Theme Park St, Gion, Kyoto, Japan","https://source.unsplash.com/400x300/?ThemePark,Gion",4.5,Evening,Anytime,Autumn,Nearby Beach,Hotel in Gion,"https://www.google.com/maps/search/Theme+Park+in+Gion,Gion"
USA,Florida,Miami,Shopping Mall in Miami,"460 Shopping Mall St, Miami, Florida, USA","https://source.unsplash.com/400x300/?ShoppingMall,Miami",4.2,Evening,Weekdays,Spring,Nearby Beach,Resort in Miami,"https://www.google.com/maps/search/Shopping+Mall+in+Miami,Miami"
USA,New York,Buffalo,Cultural Center in Buffalo,"411 Cultural Center St, Buffalo, New York, USA","https://source.unsplash.com/400x300/?CulturalCenter,Buffalo",4.4,Evening,Anytime,Winter,Nearby Waterfall,Resort in Buffalo,"https://www.google.com/maps/search/Cultural+Center+in+Buffalo,Buffalo"
Japan,Hokkaido,Hakodate,Shopping Mall in Hakodate,"395 Shopping Mall St, Hakodate, Hokkaido, Japan","https://source.unsplash.com/400x300/?ShoppingMall,Hakodate",4.5,Morning,Anytime,Spring,Nearby Temple,Hostel in Hakodate,"https://www.google.com/maps/search/Shopping+Mall+in+Hakodate,Hakodate"
Australia,New South Wales,Sydney,Zoo in Sydney,"698 Zoo St, Sydney, New South Wales, Australia","https://source.unsplash.com/400x300/?Zoo,Sydney",3.8,Evening,Weekdays,Autumn,Nearby Waterfall,Hostel in Sydney,"https://www.google.com/maps/search/Zoo+in+Sydney,Sydney"
France,Provence-Alpes-Côte d'Azur,Marseille,Amusement Park in Marseille,"60 Amusement Park St, Marseille, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?AmusementPark,Marseille",4.9,Morning,Weekends,Autumn,Nearby Botanical Garden,Hotel in Marseille,"https://www.google.com/maps/search/Amusement+Park+in+Marseille,Marseille"
Japan,Hokkaido,Hakodate,Waterfall in Hakodate,"517 Waterfall St, Hakodate, Hokkaido, Japan","https://source.unsplash.com/400x300/?Waterfall,Hakodate",4.2,Evening,Weekends,Spring,Nearby Wildlife Sanctuary,Resort in Hakodate,"https://www.google.com/maps/search/Waterfall+in+Hakodate,Hakodate"
Australia,Victoria,Geelong,Zoo in Geelong,"23 Zoo St, Geelong, Victoria, Australia","https://source.unsplash.com/400x300/?Zoo,Geelong",4.6,Morning,Weekends,Winter,Nearby Cultural Center,Hostel in Geelong,"https://www.google.com/maps/search/Zoo+in+Geelong,Geelong"
Japan,Hokkaido,Hakodate,Theme Park in Hakodate,"701 Theme Park St, Hakodate, Hokkaido, Japan","https://source.unsplash.com/400x300/?ThemePark,Hakodate",4.8,Afternoon,Weekdays,Summer,Nearby Mountain,Hostel in Hakodate,"https://www.google.com/maps/search/Theme+Park+in+Hakodate,Hakodate"
France,Provence-Alpes-Côte d'Azur,Marseille,Beach in Marseille,"871 Beach St, Marseille, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?Beach,Marseille",4.6,Morning,Anytime,Summer,Nearby Theme Park,Hotel in Marseille,"https://www.google.com/maps/search/Beach+in+Marseille,Marseille"
Australia,New South Wales,Sydney,Aquarium in Sydney,"942 Aquarium St, Sydney, New South Wales, Australia","https://source.unsplash.com/400x300/?Aquarium,Sydney",4.3,Morning,Weekends,Autumn,Nearby Historical Site,Hotel in Sydney,"https://www.google.com/maps/search/Aquarium+in+Sydney,Sydney"
India,Rajasthan,Udaipur,Zoo in Udaipur,"796 Zoo St, Udaipur, Rajasthan, India","https://source.unsplash.com/400x300/?Zoo,Udaipur",4.8,Morning,Weekends,Winter,Nearby Botanical Garden,Resort in Udaipur,"https://www.google.com/maps/search/Zoo+in+Udaipur,Udaipur"
India,Maharashtra,Mumbai,Temple in Mumbai,"47 Temple St, Mumbai, Maharashtra, India","https://source.unsplash.com/400x300/?Temple,Mumbai",4.7,Afternoon,Weekends,Autumn,Nearby Temple,Resort in Mumbai,"https://www.google.com/maps/search/Temple+in+Mumbai,Mumbai"
India,Maharashtra,Nagpur,Aquarium in Nagpur,"649 Aquarium St, Nagpur, Maharashtra, India","https://source.unsplash.com/400x300/?Aquarium,Nagpur",4.2,Afternoon,Weekdays,Summer,Nearby Botanical Garden,Hostel in Nagpur,"https://www.google.com/maps/search/Aquarium+in+Nagpur,Nagpur"
France,Normandy,Caen,Museum in Caen,"406 Museum St, Caen, Normandy, France","https://source.unsplash.com/400x300/?Museum,Caen",4.0,Morning,Anytime,Autumn,Nearby Shopping Mall,Resort in Caen,"https://www.google.com/maps/search/Museum+in+Caen,Caen"
France,Île-de-France,Paris,Amusement Park in Paris,"44 Amusement Park St, Paris, Île-de-France, France","https://source.unsplash.com/400x300/?AmusementPark,Paris",4.1,Evening,Anytime,Spring,Nearby Historical Site,Resort in Paris,"https://www.google.com/maps/search/Amusement+Park+in+Paris,Paris"
France,Provence-Alpes-Côte d'Azur,Nice,Wildlife Sanctuary in Nice,"505 Wildlife Sanctuary St, Nice, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?WildlifeSanctuary,Nice",3.8,Evening,Anytime,Summer,Nearby Mountain,Hostel in Nice,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Nice,Nice"
India,Kerala,Kochi,Mountain in Kochi,"46 Mountain St, Kochi, Kerala, India","https://source.unsplash.com/400x300/?Mountain,Kochi",3.6,Evening,Weekends,Summer,Nearby Wildlife Sanctuary,Resort in Kochi,"https://www.google.com/maps/search/Mountain+in+Kochi,Kochi"
France,Île-de-France,Versailles,Wildlife Sanctuary in Versailles,"239 Wildlife Sanctuary St, Versailles, Île-de-France, France","https://source.unsplash.com/400x300/?WildlifeSanctuary,Versailles",3.9,Morning,Anytime,Summer,Nearby Waterfall,Hostel in Versailles,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Versailles,Versailles"
Australia,New South Wales,Newcastle,Botanical Garden in Newcastle,"505 Botanical Garden St, Newcastle, New South Wales, Australia","https://source.unsplash.com/400x300/?BotanicalGarden,Newcastle",3.6,Morning,Weekdays,Summer,Nearby Aquarium,Hotel in Newcastle,"https://www.google.com/maps/search/Botanical+Garden+in+Newcastle,Newcastle"
Japan,Osaka,Dotonbori,Mountain in Dotonbori,"668 Mountain St, Dotonbori, Osaka, Japan","https://source.unsplash.com/400x300/?Mountain,Dotonbori",4.4,Morning,Weekdays,Summer,Nearby Shopping Mall,Hotel in Dotonbori,"https://www.google.com/maps/search/Mountain+in+Dotonbori,Dotonbori"
Australia,Queensland,Brisbane,Theme Park in Brisbane,"136 Theme Park St, Brisbane, Queensland, Australia","https://source.unsplash.com/400x300/?ThemePark,Brisbane",3.6,Evening,Weekdays,Winter,Nearby Amusement Park,Hostel in Brisbane,"https://www.google.com/maps/search/Theme+Park+in+Brisbane,Brisbane"
India,Kerala,Munnar,Waterfall in Munnar,"770 Waterfall St, Munnar, Kerala, India","https://source.unsplash.com/400x300/?Waterfall,Munnar",4.3,Evening,Weekdays,Winter,Nearby Beach,Resort in Munnar,"https://www.google.com/maps/search/Waterfall+in+Munnar,Munnar"
Australia,New South Wales,Sydney,Botanical Garden in Sydney,"416 Botanical Garden St, Sydney, New South Wales, Australia","https://source.unsplash.com/400x300/?BotanicalGarden,Sydney",4.1,Morning,Weekends,Spring,Nearby Temple,Hotel in Sydney,"https://www.google.com/maps/search/Botanical+Garden+in+Sydney,Sydney"
India,Maharashtra,Pune,Aquarium in Pune,"190 Aquarium St, Pune, Maharashtra, India","https://source.unsplash.com/400x300/?Aquarium,Pune",4.7,Evening,Anytime,Winter,Nearby Beach,Hotel in Pune,"https://www.google.com/maps/search/Aquarium+in+Pune,Pune"
USA,New York,New York City,Aquarium in New York City,"458 Aquarium St, New York City, New York, USA","https://source.unsplash.com/400x300/?Aquarium,NewYorkCity",4.6,Afternoon,Anytime,Winter,Nearby Cultural Center,Hotel in New York City,"https://www.google.com/maps/search/Aquarium+in+New+York+City,New York City"
India,Maharashtra,Pune,Mountain in Pune,"608 Mountain St, Pune, Maharashtra, India","https://source.unsplash.com/400x300/?Mountain,Pune",4.4,Evening,Anytime,Winter,Nearby Beach,Resort in Pune,"https://www.google.com/maps/search/Mountain+in+Pune,Pune"
Australia,Victoria,Melbourne,Waterfall in Melbourne,"331 Waterfall St, Melbourne, Victoria, Australia","https://source.unsplash.com/400x300/?Waterfall,Melbourne",4.4,Evening,Weekends,Autumn,Nearby Botanical Garden,Resort in Melbourne,"https://www.google.com/maps/search/Waterfall+in+Melbourne,Melbourne"
Japan,Hokkaido,Sapporo,Beach in Sapporo,"490 Beach St, Sapporo, Hokkaido, Japan","https://source.unsplash.com/400x300/?Beach,Sapporo",3.9,Afternoon,Weekends,Autumn,Nearby Temple,Resort in Sapporo,"https://www.google.com/maps/search/Beach+in+Sapporo,Sapporo"
Japan,Hokkaido,Hakodate,Cultural Center in Hakodate,"353 Cultural Center St, Hakodate, Hokkaido, Japan","https://source.unsplash.com/400x300/?CulturalCenter,Hakodate",4.9,Morning,Weekdays,Summer,Nearby Temple,Resort in Hakodate,"https://www.google.com/maps/search/Cultural+Center+in+Hakodate,Hakodate"
USA,California,San Francisco,Amusement Park in San Francisco,"620 Amusement Park St, San Francisco, California, USA","https://source.unsplash.com/400x300/?AmusementPark,SanFrancisco",4.6,Afternoon,Anytime,Winter,Nearby Historical Site,Hostel in San Francisco,"https://www.google.com/maps/search/Amusement+Park+in+San+Francisco,San Francisco"
France,Normandy,Rouen,Botanical Garden in Rouen,"993 Botanical Garden St, Rouen, Normandy, France","https://source.unsplash.com/400x300/?BotanicalGarden,Rouen",3.9,Morning,Anytime,Winter,Nearby Historical Site,Resort in Rouen,"https://www.google.com/maps/search/Botanical+Garden+in+Rouen,Rouen"
Japan,Hokkaido,Sapporo,Amusement Park in Sapporo,"543 Amusement Park St, Sapporo, Hokkaido, Japan","https://source.unsplash.com/400x300/?AmusementPark,Sapporo",4.1,Afternoon,Weekdays,Summer,Nearby Theme Park,Resort in Sapporo,"https://www.google.com/maps/search/Amusement+Park+in+Sapporo,Sapporo"
France,Provence-Alpes-Côte d'Azur,Nice,Botanical Garden in Nice,"951 Botanical Garden St, Nice, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?BotanicalGarden,Nice",4.4,Morning,Weekends,Spring,Nearby Wildlife Sanctuary,Resort in Nice,"https://www.google.com/maps/search/Botanical+Garden+in+Nice,Nice"
Japan,Osaka,Dotonbori,Wildlife Sanctuary in Dotonbori,"992 Wildlife Sanctuary St, Dotonbori, Osaka, Japan","https://source.unsplash.com/400x300/?WildlifeSanctuary,Dotonbori",4.5,Afternoon,Weekdays,Spring,Nearby Cultural Center,Resort in Dotonbori,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Dotonbori,Dotonbori"
France,Île-de-France,Paris,Museum in Paris,"619 Museum St, Paris, Île-de-France, France","https://source.unsplash.com/400x300/?Museum,Paris",3.7,Afternoon,Weekends,Autumn,Nearby Museum,Resort in Paris,"https://www.google.com/maps/search/Museum+in+Paris,Paris"
India,Rajasthan,Jaipur,Museum in Jaipur,"221 Museum St, Jaipur, Rajasthan, India","https://source.unsplash.com/400x300/?Museum,Jaipur",4.7,Afternoon,Anytime,Spring,Nearby Wildlife Sanctuary,Resort in Jaipur,"https://www.google.com/maps/search/Museum+in+Jaipur,Jaipur"
France,Provence-Alpes-Côte d'Azur,Marseille,Aquarium in Marseille,"993 Aquarium St, Marseille, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?Aquarium,Marseille",3.8,Evening,Weekends,Winter,Nearby Temple,Hotel in Marseille,"https://www.google.com/maps/search/Aquarium+in+Marseille,Marseille"
USA,California,San Diego,Historical Site in San Diego,"693 Historical Site St, San Diego, California, USA","https://source.unsplash.com/400x300/?HistoricalSite,SanDiego",3.6,Evening,Anytime,Spring,Nearby Temple,Resort in San Diego,"https://www.google.com/maps/search/Historical+Site+in+San+Diego,San Diego"
India,Rajasthan,Udaipur,Cultural Center in Udaipur,"93 Cultural Center St, Udaipur, Rajasthan, India","https://source.unsplash.com/400x300/?CulturalCenter,Udaipur",4.2,Evening,Weekdays,Winter,Nearby Theme Park,Hostel in Udaipur,"https://www.google.com/maps/search/Cultural+Center+in+Udaipur,Udaipur"
France,Normandy,Rouen,Museum in Rouen,"982 Museum St, Rouen, Normandy, France","https://source.unsplash.com/400x300/?Museum,Rouen",4.7,Evening,Weekdays,Summer,Nearby Amusement Park,Hostel in Rouen,"https://www.google.com/maps/search/Museum+in+Rouen,Rouen"
Australia,Queensland,Gold Coast,Beach in Gold Coast,"576 Beach St, Gold Coast, Queensland, Australia","https://source.unsplash.com/400x300/?Beach,GoldCoast",3.7,Morning,Anytime,Autumn,Nearby Waterfall,Hotel in Gold Coast,"https://www.google.com/maps/search/Beach+in+Gold+Coast,Gold Coast"
USA,California,San Diego,Beach in San Diego,"284 Beach St, San Diego, California, USA","https://source.unsplash.com/400x300/?Beach,SanDiego",4.5,Evening,Weekends,Summer,Nearby Beach,Hostel in San Diego,"https://www.google.com/maps/search/Beach+in+San+Diego,San Diego"
Australia,New South Wales,Sydney,Mountain in Sydney,"190 Mountain St, Sydney, New South Wales, Australia","https://source.unsplash.com/400x300/?Mountain,Sydney",3.7,Morning,Weekdays,Summer,Nearby Beach,Hostel in Sydney,"https://www.google.com/maps/search/Mountain+in+Sydney,Sydney"
India,Tamil Nadu,Coimbatore,Beach in Coimbatore,"510 Beach St, Coimbatore, Tamil Nadu, India","https://source.unsplash.com/400x300/?Beach,Coimbatore",4.1,Afternoon,Weekends,Winter,Nearby Mountain,Resort in Coimbatore,"https://www.google.com/maps/search/Beach+in+Coimbatore,Coimbatore"
Australia,Victoria,Melbourne,Beach in Melbourne,"312 Beach St, Melbourne, Victoria, Australia","https://source.unsplash.com/400x300/?Beach,Melbourne",4.9,Morning,Anytime,Spring,Nearby Aquarium,Hostel in Melbourne,"https://www.google.com/maps/search/Beach+in+Melbourne,Melbourne"
India,Tamil Nadu,Madurai,Amusement Park in Madurai,"44 Amusement Park St, Madurai, Tamil Nadu, India","https://source.unsplash.com/400x300/?AmusementPark,Madurai",4.1,Evening,Weekends,Winter,Nearby Beach,Resort in Madurai,"https://www.google.com/maps/search/Amusement+Park+in+Madurai,Madurai"
USA,California,San Francisco,Waterfall in San Francisco,"257 Waterfall St, San Francisco, California, USA","https://source.unsplash.com/400x300/?Waterfall,SanFrancisco",4.4,Morning,Anytime,Spring,Nearby Temple,Resort in San Francisco,"https://www.google.com/maps/search/Waterfall+in+San+Francisco,San Francisco"
India,Tamil Nadu,Chennai,Mountain in Chennai,"617 Mountain St, Chennai, Tamil Nadu, India","https://source.unsplash.com/400x300/?Mountain,Chennai",3.9,Evening,Weekends,Winter,Nearby Aquarium,Hotel in Chennai,"https://www.google.com/maps/search/Mountain+in+Chennai,Chennai"
USA,Florida,Tampa,Shopping Mall in Tampa,"38 Shopping Mall St, Tampa, Florida, USA","https://source.unsplash.com/400x300/?ShoppingMall,Tampa",3.9,Evening,Weekdays,Spring,Nearby Aquarium,Resort in Tampa,"https://www.google.com/maps/search/Shopping+Mall+in+Tampa,Tampa"
USA,New York,Rochester,Botanical Garden in Rochester,"194 Botanical Garden St, Rochester, New York, USA","https://source.unsplash.com/400x300/?BotanicalGarden,Rochester",4.9,Afternoon,Weekends,Summer,Nearby Aquarium,Hotel in Rochester,"https://www.google.com/maps/search/Botanical+Garden+in+Rochester,Rochester"
France,Île-de-France,Versailles,Botanical Garden in Versailles,"779 Botanical Garden St, Versailles, Île-de-France, France","https://source.unsplash.com/400x300/?BotanicalGarden,Versailles",4.8,Afternoon,Weekends,Spring,Nearby Zoo,Hostel in Versailles,"https://www.google.com/maps/search/Botanical+Garden+in+Versailles,Versailles"
France,Île-de-France,Versailles,Waterfall in Versailles,"640 Waterfall St, Versailles, Île-de-France, France","https://source.unsplash.com/400x300/?Waterfall,Versailles",3.6,Afternoon,Anytime,Spring,Nearby Waterfall,Hotel in Versailles,"https://www.google.com/maps/search/Waterfall+in+Versailles,Versailles"
India,Kerala,Kochi,Historical Site in Kochi,"845 Historical Site St, Kochi, Kerala, India","https://source.unsplash.com/400x300/?HistoricalSite,Kochi",4.2,Evening,Anytime,Winter,Nearby Theme Park,Resort in Kochi,"https://www.google.com/maps/search/Historical+Site+in+Kochi,Kochi"
USA,California,Los Angeles,Amusement Park in Los Angeles,"211 Amusement Park St, Los Angeles, California, USA","https://source.unsplash.com/400x300/?AmusementPark,LosAngeles",4.9,Morning,Anytime,Autumn,Nearby Zoo,Resort in Los Angeles,"https://www.google.com/maps/search/Amusement+Park+in+Los+Angeles,Los Angeles"
Australia,Victoria,Melbourne,Museum in Melbourne,"616 Museum St, Melbourne, Victoria, Australia","https://source.unsplash.com/400x300/?Museum,Melbourne",3.9,Morning,Weekdays,Spring,Nearby Wildlife Sanctuary,Hostel in Melbourne,"https://www.google.com/maps/search/Museum+in+Melbourne,Melbourne"
Australia,New South Wales,Sydney,Botanical Garden in Sydney,"112 Botanical Garden St, Sydney, New South Wales, Australia","https://source.unsplash.com/400x300/?BotanicalGarden,Sydney",3.9,Evening,Anytime,Spring,Nearby Amusement Park,Resort in Sydney,"https://www.google.com/maps/search/Botanical+Garden+in+Sydney,Sydney"
Australia,New South Wales,Newcastle,Aquarium in Newcastle,"328 Aquarium St, Newcastle, New South Wales, Australia","https://source.unsplash.com/400x300/?Aquarium,Newcastle",4.4,Evening,Weekends,Autumn,Nearby Zoo,Resort in Newcastle,"https://www.google.com/maps/search/Aquarium+in+Newcastle,Newcastle"
France,Île-de-France,Versailles,Beach in Versailles,"678 Beach St, Versailles, Île-de-France, France","https://source.unsplash.com/400x300/?Beach,Versailles",3.9,Evening,Anytime,Winter,Nearby Mountain,Hostel in Versailles,"https://www.google.com/maps/search/Beach+in+Versailles,Versailles"
India,Rajasthan,Udaipur,Museum in Udaipur,"738 Museum St, Udaipur, Rajasthan, India","https://source.unsplash.com/400x300/?Museum,Udaipur",4.6,Morning,Weekdays,Autumn,Nearby Historical Site,Hotel in Udaipur,"https://www.google.com/maps/search/Museum+in+Udaipur,Udaipur"
India,Maharashtra,Mumbai,Historical Site in Mumbai,"127 Historical Site St, Mumbai, Maharashtra, India","https://source.unsplash.com/400x300/?HistoricalSite,Mumbai",4.6,Morning,Anytime,Summer,Nearby Cultural Center,Hotel in Mumbai,"https://www.google.com/maps/search/Historical+Site+in+Mumbai,Mumbai"
France,Île-de-France,Paris,Theme Park in Paris,"513 Theme Park St, Paris, Île-de-France, France","https://source.unsplash.com/400x300/?ThemePark,Paris",5.0,Evening,Weekdays,Autumn,Nearby Temple,Resort in Paris,"https://www.google.com/maps/search/Theme+Park+in+Paris,Paris"
USA,New York,Buffalo,Amusement Park in Buffalo,"913 Amusement Park St, Buffalo, New York, USA","https://source.unsplash.com/400x300/?AmusementPark,Buffalo",4.3,Afternoon,Weekends,Spring,Nearby Beach,Resort in Buffalo,"https://www.google.com/maps/search/Amusement+Park+in+Buffalo,Buffalo"
Japan,Tokyo,Shibuya,Beach in Shibuya,"82 Beach St, Shibuya, Tokyo, Japan","https://source.unsplash.com/400x300/?Beach,Shibuya",4.7,Afternoon,Anytime,Spring,Nearby Amusement Park,Hostel in Shibuya,"https://www.google.com/maps/search/Beach+in+Shibuya,Shibuya"
Japan,Hokkaido,Hakodate,Aquarium in Hakodate,"226 Aquarium St, Hakodate, Hokkaido, Japan","https://source.unsplash.com/400x300/?Aquarium,Hakodate",3.7,Evening,Weekends,Autumn,Nearby Wildlife Sanctuary,Hostel in Hakodate,"https://www.google.com/maps/search/Aquarium+in+Hakodate,Hakodate"
USA,New York,Buffalo,Historical Site in Buffalo,"461 Historical Site St, Buffalo, New York, USA","https://source.unsplash.com/400x300/?HistoricalSite,Buffalo",4.9,Evening,Weekdays,Winter,Nearby Wildlife Sanctuary,Resort in Buffalo,"https://www.google.com/maps/search/Historical+Site+in+Buffalo,Buffalo"
Australia,Queensland,Brisbane,Botanical Garden in Brisbane,"997 Botanical Garden St, Brisbane, Queensland, Australia","https://source.unsplash.com/400x300/?BotanicalGarden,Brisbane",4.2,Morning,Anytime,Spring,Nearby Museum,Resort in Brisbane,"https://www.google.com/maps/search/Botanical+Garden+in+Brisbane,Brisbane"
France,Provence-Alpes-Côte d'Azur,Nice,Cultural Center in Nice,"877 Cultural Center St, Nice, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?CulturalCenter,Nice",4.1,Evening,Weekends,Autumn,Nearby Amusement Park,Hotel in Nice,"https://www.google.com/maps/search/Cultural+Center+in+Nice,Nice"
Australia,Victoria,Geelong,Botanical Garden in Geelong,"747 Botanical Garden St, Geelong, Victoria, Australia","https://source.unsplash.com/400x300/?BotanicalGarden,Geelong",5.0,Evening,Weekdays,Spring,Nearby Waterfall,Resort in Geelong,"https://www.google.com/maps/search/Botanical+Garden+in+Geelong,Geelong"
Japan,Hokkaido,Hakodate,Historical Site in Hakodate,"368 Historical Site St, Hakodate, Hokkaido, Japan","https://source.unsplash.com/400x300/?HistoricalSite,Hakodate",4.3,Evening,Weekends,Summer,Nearby Shopping Mall,Resort in Hakodate,"https://www.google.com/maps/search/Historical+Site+in+Hakodate,Hakodate"
France,Provence-Alpes-Côte d'Azur,Marseille,Cultural Center in Marseille,"140 Cultural Center St, Marseille, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?CulturalCenter,Marseille",4.9,Evening,Weekdays,Autumn,Nearby Wildlife Sanctuary,Resort in Marseille,"https://www.google.com/maps/search/Cultural+Center+in+Marseille,Marseille"
France,Provence-Alpes-Côte d'Azur,Nice,Zoo in Nice,"881 Zoo St, Nice, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?Zoo,Nice",3.7,Afternoon,Anytime,Summer,Nearby Botanical Garden,Hotel in Nice,"https://www.google.com/maps/search/Zoo+in+Nice,Nice"
India,Tamil Nadu,Madurai,Amusement Park in Madurai,"617 Amusement Park St, Madurai, Tamil Nadu, India","https://source.unsplash.com/400x300/?AmusementPark,Madurai",5.0,Morning,Weekends,Spring,Nearby Shopping Mall,Hotel in Madurai,"https://www.google.com/maps/search/Amusement+Park+in+Madurai,Madurai"
